Course,Department Name,Title,Pre Req
EN.660.407,EN Center for Leadership Education,Negotiation and Conflict Resolution,EN.660.105
EN.660.410,EN Center for Leadership Education,Computer Science Innovation and Entrepreneurship,
EN.660.411,EN Center for Leadership Education,Strategy: Failure and Success,EN.660.105
EN.660.414,EN Center for Leadership Education,Financial Statement Analysis,EN.660.203
EN.660.419,EN Center for Leadership Education,Strategy Consulting,EN.660.105 AND EN.660.203 AND (EN.661.110 OR EN.661.250) OR Instructor Permission.
EN.660.420,EN Center for Leadership Education,Strategic Case Analysis,EN.660.250
EN.660.450,EN Center for Leadership Education,Advertising & Integrated Marketing Communication,EN.660.250
EN.660.453,EN Center for Leadership Education,Digital and Social Media Marketing,EN.660.250
EN.660.455,EN Center for Leadership Education,Reimagining The City to Resist Climate Change,
EN.660.459,EN Center for Leadership Education,Entrepreneurial Spirits,
EN.660.460,EN Center for Leadership Education,Entrepreneurship,EN.660.105 OR EN.660.250
EN.660.461,EN Center for Leadership Education,Fundamentals of Product Management,
EN.660.463,EN Center for Leadership Education,Engineering Management & Leadership,
EN.660.470,EN Center for Leadership Education,Leadership Studies Capstone,
EN.660.500,EN Center for Leadership Education,Professional Internship,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
EN.660.607,EN Center for Leadership Education,Negotiation and Conflict Resolution,
EN.660.614,EN Center for Leadership Education,Financial Statement Analysis,
EN.660.655,EN Center for Leadership Education,Reimagining The City to Resist Climate Change,
EN.660.660,EN Center for Leadership Education,Entrepreneurship,
EN.660.661,EN Center for Leadership Education,Fundamentals of Product Management,
EN.661.110,EN Center for Leadership Education,Professional Writing and Communication,
EN.661.128,EN Center for Leadership Education,Improvisational Techniques for Communication,
EN.661.250,EN Center for Leadership Education,Oral Presentations,
EN.661.275,EN Center for Leadership Education,Improvisational Techniques for Collaboration,
EN.661.301,EN Center for Leadership Education,Writing for the Law,
EN.661.306,EN Center for Leadership Education,Special Topics in Professional Writing: Freelance Travel Writing,
EN.661.315,EN Center for Leadership Education,Culture of the Engineering Profession,
EN.661.317,EN Center for Leadership Education,Culture of the Medical Profession,
EN.661.355,EN Center for Leadership Education,Special Topics in Professional Writing: Blogging about Food and Culture,
EN.661.370,EN Center for Leadership Education,Storytelling with Data,
EN.661.380,EN Center for Leadership Education,Decision Analytics,
EN.661.713,EN Center for Leadership Education,Advanced Communication for International Students: Applied Mathematics and Statistics Masters,
EN.662.611,EN Center for Leadership Education,Strategies: Accounting & Finance,
EN.662.644,EN Center for Leadership Education,Fundamentals of Product Management,
EN.662.680,EN Center for Leadership Education,MSIL Seminar,
EN.662.692,EN Center for Leadership Education,Strategies for Innovation & Growth,
EN.662.801,EN Center for Leadership Education,MSEM Independent Study,
EN.662.802,EN Center for Leadership Education,MSEM Internship,
EN.662.803,EN Center for Leadership Education,MSEM Graduate Summer Research,
EN.662.811,EN Center for Leadership Education,M.S. in Engineering Management Seminar,
EN.662.812,EN Center for Leadership Education,MSEM Seminar,
EN.663.411,EN Center for Leadership Education,Intro to Zen Meditation,
EN.663.453,EN Center for Leadership Education,Innovation and Design I,
EN.663.457,EN Center for Leadership Education,Innovation and Design II,EN.663.453
EN.663.458,EN Center for Leadership Education,Brewing Science,
EN.663.477,EN Center for Leadership Education,Global Consulting,
EN.663.611,EN Center for Leadership Education,Intro to Zen Meditation,
EN.663.612,EN Center for Leadership Education,Design Thinking for Your Career,
EN.663.613,EN Center for Leadership Education,Technical Communication,
EN.663.618,EN Center for Leadership Education,Professional Presentations,
EN.663.622,EN Center for Leadership Education,Professional Writing and Communication for Graduate Students,
EN.663.623,EN Center for Leadership Education,Professional Writing and Communication for International Students: Applied Mathematics and Statistics Masters,
EN.663.624,EN Center for Leadership Education,Advanced Communication for International Students: Applied Mathematics and Statistics Masters,
EN.663.631,EN Center for Leadership Education,Intellectual Property Law,
EN.663.634,EN Center for Leadership Education,Improvisation for Communication,
EN.663.640,EN Center for Leadership Education,Writing Grant and Contract Proposals,
EN.663.644,EN Center for Leadership Education,Writing for Clarity,
EN.663.645,EN Center for Leadership Education,Improving Presentation Skills for Graduate Students,
EN.663.648,EN Center for Leadership Education,Introduction to Dissertation Writing,
EN.663.653,EN Center for Leadership Education,Innovation and Design I,
EN.663.657,EN Center for Leadership Education,Innovation and Design II,EN.663.653
EN.663.660,EN Center for Leadership Education,Managing People and Resolving Conflicts,
EN.663.665,EN Center for Leadership Education,Customer Discovery & Problem Analysis for Product Managers,
EN.663.666,EN Center for Leadership Education,Managing Personal Finances,
EN.663.667,EN Center for Leadership Education,Decision Analytics Fundamentals,
EN.663.668,EN Center for Leadership Education,Brewing Science,
EN.663.669,EN Center for Leadership Education,Foundations for Sustainable Enterprise,
EN.663.670,EN Center for Leadership Education,Project Management,
EN.663.671,EN Center for Leadership Education,Leading Change,
EN.663.673,EN Center for Leadership Education,"Leading Teams in Virtual, International and Local Settings",
EN.663.675,EN Center for Leadership Education,Communicating in a Crisis,
EN.663.676,EN Center for Leadership Education,Demand Discovery: Finding and Creating Customer Value,
EN.663.677,EN Center for Leadership Education,Global Consulting,
EN.540.101,EN Chemical & Biomolecular Engineering,Chemical Engineering Today,
EN.540.202,EN Chemical & Biomolecular Engineering,Introduction to Chemical & Biological Process Analysis,(AS.030.101 OR AS.030.103) AND ( AS.171.101 OR AS.171.107 OR AS.171.108 ) AND ( AS.030.102 OR AS.030.103 OR AS.110.109 OR AS.171.102 )
EN.540.203,EN Chemical & Biomolecular Engineering,Engineering Thermodynamics,"EN.540.202;AS.110.202 - Calculus III - can be taken prior to, or at the same time as, EN.540.203."
EN.540.290,EN Chemical & Biomolecular Engineering,Chemical Engineering Modeling and Design for Sophomores,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module."
EN.540.291,EN Chemical & Biomolecular Engineering,Chemical Engineering Modeling and Design for Sophomores,
EN.540.301,EN Chemical & Biomolecular Engineering,Kinetic Processes,EN.540.203 AND EN.540.303
EN.540.303,EN Chemical & Biomolecular Engineering,Transport Phenomena I,AS.110.302 OR EN.553.291
EN.540.304,EN Chemical & Biomolecular Engineering,Transport Phenomena II,EN.540.303 AND (EN.500.113 OR EN.500.133)
EN.540.306,EN Chemical & Biomolecular Engineering,Chemical & Biomolecular Separations,EN.540.203 AND EN.540.303 AND (EN.500.113 OR EN.500.133)
EN.540.307,EN Chemical & Biomolecular Engineering,Cell Biology for Engineers,AS.020.305
EN.540.309,EN Chemical & Biomolecular Engineering,Product Design Part 1,EN.540.303 AND EN.540.490; EN.540.306 AND EN.540.301
EN.540.310,EN Chemical & Biomolecular Engineering,Product Design Part 2,EN.540.309
EN.540.311,EN Chemical & Biomolecular Engineering,Projects in ChemE Unit Operations with Experiments,EN.540.301 AND EN.540.304 AND EN.540.306  AND EN.661.315; EN.540.490
EN.540.313,EN Chemical & Biomolecular Engineering,Projects in ChemBE Unit Operations with Experiments,EN.540.301 AND EN.540.304 AND EN.540.306 AND EN.661.315; EN.540.490
EN.540.314,EN Chemical & Biomolecular Engineering,ChemBE Product Design,EN.540.301 AND EN.540.303 AND EN.540.306 AND (EN.540.311 OR EN.540.313) AND EN.540.490
EN.540.315,EN Chemical & Biomolecular Engineering,Process Design with Aspen,EN.540.301 AND EN.540.303 AND EN.540.306 AND (EN.540.311 OR EN.540.313) AND EN.540.490
EN.540.382,EN Chemical & Biomolecular Engineering,Statistical Modeling and Analysis with Python,(EN.500.113 OR EN.500.133) AND AS.110.202
EN.540.402,EN Chemical & Biomolecular Engineering,Metabolic Systems Biotechnology,AS.020.306 OR ( EN.580.440 OR EN.580.441 ) OR EN.540.307
EN.540.403,EN Chemical & Biomolecular Engineering,Colloids and Nanoparticles,
EN.540.405,EN Chemical & Biomolecular Engineering,Modern Data Analysis and Machine Learning for ChemBEs,
EN.540.407,EN Chemical & Biomolecular Engineering,Renewable Energy Technologies,
EN.540.409,EN Chemical & Biomolecular Engineering,Dynamic Modeling and Control,EN.540.301 AND EN.540.306
EN.540.414,EN Chemical & Biomolecular Engineering,Computational Protein Structure Prediction and Design,AS.020.305 AND EN.540.203 AND EN.500.113 or equivalent programming experience.
EN.540.415,EN Chemical & Biomolecular Engineering,Interfacial Science with Applications to Nanoscale Systems,
EN.540.418,EN Chemical & Biomolecular Engineering,Projects in the Design of a Chemical Car,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module."
EN.540.419,EN Chemical & Biomolecular Engineering,Projects in the Design of a Chemical Car,
EN.540.421,EN Chemical & Biomolecular Engineering,Project in Design: Pharmacodynamics,EN.540.432
EN.540.422,EN Chemical & Biomolecular Engineering,Introduction to Polymeric Materials,
EN.540.428,EN Chemical & Biomolecular Engineering,Supramolecular Materials and Nanomedicine,
EN.540.432,EN Chemical & Biomolecular Engineering,Project in Design: Pharmacokinetics,
EN.540.438,EN Chemical & Biomolecular Engineering,Advanced Topics in Pharmacokinetics and Pharmacodynamics I,EN.540.400 AND (EN.540.421 OR EN.540.436)
EN.540.440,EN Chemical & Biomolecular Engineering,Micro/Nanotechnology: The Science and Engineering of Small Structures,
EN.540.445,EN Chemical & Biomolecular Engineering,Junk Food Junkies,
EN.540.458,EN Chemical & Biomolecular Engineering,Modeling and Design of Sustainable Chemical Processes,EN.540.301 AND (AS.030.301 OR AS.030.449)
EN.540.465,EN Chemical & Biomolecular Engineering,Engineering Principles of Drug Delivery,EN.540.303
EN.540.468,EN Chemical & Biomolecular Engineering,Introduction to Nonlinear Dynamics and Chaos,((AS.110.201 OR AS.110.212) AND (AS.110.302 OR AS.110.306)) OR EN.553.291
EN.540.490,EN Chemical & Biomolecular Engineering,Introduction to Chemical Process Safety,EN.540.203 AND EN.540.303
EN.540.501,EN Chemical & Biomolecular Engineering,Interdepartmental Undergraduate Research,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
EN.540.502,EN Chemical & Biomolecular Engineering,Undergraduate Independent Study,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
EN.540.509,EN Chemical & Biomolecular Engineering,Undergraduate Internship,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
EN.540.511,EN Chemical & Biomolecular Engineering,ChemBE Undergraduate Research,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
EN.540.600,EN Chemical & Biomolecular Engineering,Chemical and Biomolecular Engineering Seminar I,
EN.540.601,EN Chemical & Biomolecular Engineering,Chemical and Biomolecular Engineering Seminar II,
EN.540.602,EN Chemical & Biomolecular Engineering,Metabolic Systems Biotechnology,
EN.540.603,EN Chemical & Biomolecular Engineering,Colloids and Nanoparticles,
EN.540.604,EN Chemical & Biomolecular Engineering,Transport Phenomena in Practice,
EN.540.605,EN Chemical & Biomolecular Engineering,Modern Data Analysis and Machine Learning for ChemBEs,
EN.540.607,EN Chemical & Biomolecular Engineering,Renewable Energy Technologies,
EN.540.614,EN Chemical & Biomolecular Engineering,Computational Protein Structure Prediction and Design,
EN.540.615,EN Chemical & Biomolecular Engineering,Interfacial Science with Applications to Nanoscale Systems,
EN.540.618,EN Chemical & Biomolecular Engineering,Metabolic Dysfunctions and Related Diseases,EN.540.402 OR EN.540.602
EN.540.621,EN Chemical & Biomolecular Engineering,Project in Design: Pharmacodynamics,EN.540.632
EN.540.622,EN Chemical & Biomolecular Engineering,Introduction to Polymeric Materials,
EN.540.628,EN Chemical & Biomolecular Engineering,Supramolecular Materials and Nanomedicine,
EN.540.630,EN Chemical & Biomolecular Engineering,Thermodynamics & Statistical Mechanics,
EN.540.632,EN Chemical & Biomolecular Engineering,Project in Design: Pharmacokinetics,
EN.540.635,EN Chemical & Biomolecular Engineering,Software Carpentry,
EN.540.637,EN Chemical & Biomolecular Engineering,Application of Molecular Evolution to Biotechnology,
EN.540.638,EN Chemical & Biomolecular Engineering,Advanced Topics in Pharmacokinetics and Pharmacodynamics I,EN.540.400 AND EN.540.421 OR EN.540.436
EN.540.640,EN Chemical & Biomolecular Engineering,Micro/Nanotechnology: The Science and Engineering of Small Structures,
EN.540.652,EN Chemical & Biomolecular Engineering,Advanced Transport Phenomena,
EN.540.658,EN Chemical & Biomolecular Engineering,Modeling and Design of Sustainable Chemical Processes,
EN.540.665,EN Chemical & Biomolecular Engineering,Engineering Principles of Drug Delivery,
EN.540.668,EN Chemical & Biomolecular Engineering,Introduction to Nonlinear Dynamics and Chaos,((AS.110.201 OR AS.110.212) AND ( S.110.302 OR AS.110.306)  OR EN.553.291[C]
EN.540.671,EN Chemical & Biomolecular Engineering,Advanced Thermodynamics in Practice,
EN.540.673,EN Chemical & Biomolecular Engineering,Advanced Chemical Reaction Engineering in Practice,
EN.540.674,EN Chemical & Biomolecular Engineering,Advanced Separation and Purification Processes in Practice,EN.540.303 AND EN.540.203
EN.540.681,EN Chemical & Biomolecular Engineering,Molecular Kinetics and Catalysis,EN.540.630
EN.540.693,EN Chemical & Biomolecular Engineering,Product Design 3,
EN.540.694,EN Chemical & Biomolecular Engineering,Product Design 4,
EN.540.699,EN Chemical & Biomolecular Engineering,ChemBE - PhD Program Information Sessions,
